,OlfN,TotalN,Tokens
radiance_NN,14,0,['radiance_NN']
sinful_JJ,47,0,['sinful_JJ']
oneself_JJ,29,0,['oneself_JJ']
distaste_NN,45,0,['distaste_NN']
transcend_VB,71,0,"['transcend_VBP', 'transcend_VBD', 'transcend_VBZ', 'transcend_VBG', 'transcend_VB', 'transcend_VBN']"
influential_JJ,40,0,['influential_JJ']
doubtless_RB,34,0,['doubtless_RB']
inadequately_RB,73,0,['inadequately_RB']
myers_NN,25,0,['myers_NNP']
pulpit_NN,11,0,"['pulpit_NNS', 'pulpit_NN']"
novelty_NN,50,0,"['novelty_NN', 'novelty_NNS']"
gradation_NN,10,0,"['gradation_NNS', 'gradation_NN']"
relevance_NN,57,0,"['relevance_NN', 'relevance_NNP']"
malnutrition_NN,11,0,['malnutrition_NN']
lewis_NN,87,0,['lewis_NNP']
listener_NN,275,0,"['listener_NN', 'listener_NNS']"
racist_JJ,114,0,['racist_JJ']
bureaucratic_JJ,26,0,['bureaucratic_JJ']
denominational_JJ,12,0,['denominational_JJ']
anthropologist_NN,44,0,"['anthropologist_NNS', 'anthropologist_NN', 'anthropologist_NNP']"
realization_NN,72,0,"['realization_NN', 'realization_NNS']"
incompatible_JJ,38,0,['incompatible_JJ']
re-election_NN,21,0,['re-election_NN']
exclusively_RB,55,0,['exclusively_RB']
efficient_JJ,77,0,['efficient_JJ']
disturbing_JJ,90,0,['disturbing_JJ']
conclude_VB,218,0,"['conclude_VB', 'conclude_VBG', 'conclude_VBD', 'conclude_VBP', 'conclude_VBN', 'conclude_VBZ']"
upset_NN,33,0,"['upset_NN', 'upset_NNS']"
imperialism_NN,27,0,"['imperialism_NN', 'imperialism_NNP']"
hearer_NN,48,0,"['hearer_NNS', 'hearer_NN']"
gay_NN,115,0,"['gay_NNS', 'gay_NNP']"
lesbian_NN,73,0,"['lesbian_NNS', 'lesbian_NN', 'lesbian_NNPS', 'lesbian_NNP']"
cancellation_NN,17,0,"['cancellation_NN', 'cancellation_NNS']"
intent_NN,104,0,"['intent_NN', 'intent_NNS', 'intent_NNP']"
precipitate_VB,29,0,"['precipitate_VB', 'precipitate_VBG', 'precipitate_VBZ', 'precipitate_VBN', 'precipitate_VBD', 'precipitate_VBP']"
seriousness_NN,44,0,['seriousness_NN']
dispense_VB,24,0,"['dispense_VBG', 'dispense_VBN', 'dispense_VB', 'dispense_VBD']"
musician_NN,165,0,"['musician_NNS', 'musician_NN', 'musician_NNPS']"
gnawing_NN,60,0,['gnawing_NN']
impure_JJ,13,0,['impure_JJ']
intimidation_NN,82,0,"['intimidation_NN', 'intimidation_NNS']"
toothache_NN,10,0,['toothache_NN']
tooth_NN,30,0,"['tooth_NN', 'tooth_NNP']"
standpoint_NN,58,0,['standpoint_NN']
monarchy_NN,15,0,"['monarchy_NN', 'monarchy_NNS']"
freud_NN,60,0,['freud_NNP']
distrust_VB,18,0,"['distrust_VBD', 'distrust_VB', 'distrust_VBG', 'distrust_VBN', 'distrust_VBP', 'distrust_VBZ']"
fundamentalist_JJ,31,0,['fundamentalist_JJ']
fertile_JJ,18,0,['fertile_JJ']
resolutely_RB,16,0,['resolutely_RB']
investigate_VB,151,0,"['investigate_VBZ', 'investigate_VB', 'investigate_VBN', 'investigate_VBG', 'investigate_VBD', 'investigate_VBP']"
seaside_NN,14,0,"['seaside_NN', 'seaside_NNP']"
puppy_NN,22,0,"['puppy_NN', 'puppy_NNS']"
rub_VB,101,0,"['rub_VB', 'rub_VBG', 'rub_VBN', 'rub_VBD', 'rub_VBZ', 'rub_VBP']"
luis_NN,15,0,['luis_NNP']
exotic_JJ,62,0,['exotic_JJ']
oriental_JJ,23,0,['oriental_JJ']
satiate_VB,12,0,"['satiate_VBN', 'satiate_VB', 'satiate_VBG']"
anti-semitic_JJ,32,0,['anti-semitic_JJ']
spectrum_NN,84,0,"['spectrum_NN', 'spectrum_NNP', 'spectrum_NNS']"
attest_VB,14,0,"['attest_VBZ', 'attest_VB', 'attest_VBP', 'attest_VBG', 'attest_VBN']"
anti-jewish_JJ,29,0,['anti-jewish_JJ']
presuppose_VB,18,0,"['presuppose_VBZ', 'presuppose_VB', 'presuppose_VBG', 'presuppose_VBP']"
diplomatic_JJ,30,0,['diplomatic_JJ']
monopoly_NN,27,0,"['monopoly_NN', 'monopoly_NNS', 'monopoly_NNP']"
psychology_NN,111,0,"['psychology_NN', 'psychology_NNP']"
lp_NN,21,0,"['lp_NNP', 'lp_NNS', 'lp_NN']"
amplify_VB,49,0,"['amplify_VBG', 'amplify_VBD', 'amplify_VBP', 'amplify_VBN', 'amplify_VB', 'amplify_VBZ']"
monetary_JJ,32,0,['monetary_JJ']
fruitful_JJ,21,0,['fruitful_JJ']
undo_VB,46,0,"['undo_VBN', 'undo_VB', 'undo_VBD']"
coherent_JJ,46,0,['coherent_JJ']
consternation_NN,20,0,['consternation_NN']
biotechnology_NN,28,0,"['biotechnology_NN', 'biotechnology_NNP']"
cosmos_NN,17,0,"['cosmos_NNS', 'cosmos_NNP']"
weakening_NN,18,0,['weakening_NN']
utterance_NN,64,0,"['utterance_NNS', 'utterance_NN']"
dismal_JJ,22,0,['dismal_JJ']
reevaluate_VB,10,0,"['reevaluate_VB', 'reevaluate_VBN', 'reevaluate_VBG', 'reevaluate_VBD']"
believer_NN,142,0,"['believer_NNS', 'believer_NN']"
corrupt_VB,26,0,"['corrupt_VBG', 'corrupt_VBN', 'corrupt_VBZ', 'corrupt_VBD']"
rochester_NN,26,0,['rochester_NNP']
incompleteness_NN,22,0,['incompleteness_NN']
inexperienced_JJ,45,0,['inexperienced_JJ']
tacitly_RB,12,0,['tacitly_RB']
defiance_NN,27,0,"['defiance_NN', 'defiance_NNP']"
personhood_NN,12,0,['personhood_NN']
mole_NN,12,0,"['mole_NN', 'mole_NNS']"
dread_NN,366,0,"['dread_NN', 'dread_NNS', 'dread_NNP']"
bomb_VB,21,0,"['bomb_VB', 'bomb_VBN', 'bomb_VBD']"
sedan_NN,15,0,"['sedan_NN', 'sedan_NNS']"
inevitably_RB,144,0,['inevitably_RB']
addict_VB,54,0,"['addict_VBN', 'addict_VBD']"
enchant_VB,14,0,"['enchant_VBN', 'enchant_VBD']"
dissent_NN,35,0,"['dissent_NN', 'dissent_NNS']"
obscene_JJ,18,0,['obscene_JJ']
lament_NN,29,0,"['lament_NN', 'lament_NNS']"
coercion_NN,24,0,['coercion_NN']
orthodoxy_NN,18,0,"['orthodoxy_NN', 'orthodoxy_NNP', 'orthodoxy_NNS']"
seminary_NN,18,0,"['seminary_NNS', 'seminary_NN', 'seminary_NNP', 'seminary_NNPS']"
britten_NN,11,0,['britten_NNP']
destruction_NN,108,0,"['destruction_NN', 'destruction_NNP']"
concrete_NN,37,0,"['concrete_NN', 'concrete_NNP']"
wrestle_VB,55,0,"['wrestle_VBD', 'wrestle_VBG', 'wrestle_VB', 'wrestle_VBZ', 'wrestle_VBP', 'wrestle_VBN']"
easter_NN,26,0,['easter_NNP']
seclusion_NN,27,0,['seclusion_NN']
curse_NN,46,0,"['curse_NN', 'curse_NNS', 'curse_NNP']"
martyr_NN,28,0,"['martyr_NNS', 'martyr_NN']"
elaborate_VB,34,0,"['elaborate_VB', 'elaborate_VBD', 'elaborate_VBN', 'elaborate_VBZ', 'elaborate_VBG']"
blaze_VB,22,0,"['blaze_VBG', 'blaze_VBD', 'blaze_VB', 'blaze_VBN']"
denounce_VB,37,0,"['denounce_VB', 'denounce_VBG', 'denounce_VBD', 'denounce_VBZ', 'denounce_VBN']"
bible_NN,105,0,"['bible_NNP', 'bible_NN', 'bible_NNS']"
practically_RB,121,0,['practically_RB']
evangelist_NN,12,0,"['evangelist_NN', 'evangelist_NNS', 'evangelist_NNP']"
immature_JJ,24,0,['immature_JJ']
transcendence_NN,16,0,['transcendence_NN']
abundance_NN,58,0,"['abundance_NN', 'abundance_NNP']"
pertinent_JJ,69,0,['pertinent_JJ']
front_JJ,100,0,['front_JJ']
occasion_VB,32,0,"['occasion_VBN', 'occasion_VBP', 'occasion_VB', 'occasion_VBD']"
abuser_NN,70,0,"['abuser_NN', 'abuser_NNS']"
breakthrough_NN,29,0,"['breakthrough_NN', 'breakthrough_NNS']"
well_NN,94,0,"['well_NN', 'well_NNS', 'well_NNP']"
unlimited_JJ,29,0,['unlimited_JJ']
layman_NN,20,0,"['layman_NNS', 'layman_NN', 'layman_NNP']"
wholesome_JJ,31,0,['wholesome_JJ']
subconscious_NN,47,0,['subconscious_NN']
liturgy_NN,11,0,['liturgy_NN']
separatist_NN,12,0,"['separatist_NN', 'separatist_NNP', 'separatist_NNS']"
superstition_NN,33,0,"['superstition_NN', 'superstition_NNS']"
distortion_NN,57,0,"['distortion_NNS', 'distortion_NN']"
host_NN,189,0,"['host_NN', 'host_NNS', 'host_NNP']"
birthright_NN,12,0,['birthright_NN']
rant_VB,13,0,"['rant_VB', 'rant_VBG']"
nietzsche_NN,15,0,['nietzsche_NNP']
graceful_JJ,33,0,['graceful_JJ']
resignation_NN,81,0,"['resignation_NN', 'resignation_NNS']"
reform_VB,30,0,"['reform_VB', 'reform_VBN', 'reform_VBD', 'reform_VBG']"
conrad_NN,16,0,['conrad_NNP']
uncover_VB,52,0,"['uncover_VBZ', 'uncover_VB', 'uncover_VBN', 'uncover_VBG', 'uncover_VBP', 'uncover_VBD']"
organically_RB,16,0,['organically_RB']
campaigner_NN,14,0,"['campaigner_NNS', 'campaigner_NN']"
steadily_RB,43,0,['steadily_RB']
secular_JJ,76,0,['secular_JJ']
dissonance_NN,35,0,['dissonance_NN']
falsely_RB,25,0,['falsely_RB']
periphery_NN,14,0,['periphery_NN']
totality_NN,14,0,"['totality_NN', 'totality_NNP']"
remainder_NN,23,0,['remainder_NN']
elimination_NN,27,0,['elimination_NN']
smug_JJ,163,0,['smug_JJ']
w_NN,68,0,"['w_NNP', 'w_NN']"
gap_NN,182,0,"['gap_NN', 'gap_NNS', 'gap_NNP']"
beirut_NN,13,0,['beirut_NNP']
theorize_VB,12,0,"['theorize_VBG', 'theorize_VB', 'theorize_VBD', 'theorize_VBZ', 'theorize_VBP', 'theorize_VBN']"
implicitly_RB,20,0,['implicitly_RB']
met_NN,19,0,['met_NNP']
parlor_NN,20,0,"['parlor_NN', 'parlor_NNS']"
disney_NN,33,0,['disney_NNP']
upcoming_VB,11,0,['upcoming_VBG']
barbarian_NN,14,0,"['barbarian_NN', 'barbarian_NNS']"
loose_RB,25,0,['loose_RB']
editing_NN,55,0,"['editing_NN', 'editing_NNP']"
molly_NN,55,0,['molly_NNP']
ring_NN,120,0,"['ring_NN', 'ring_NNS', 'ring_NNP']"
cognition_NN,81,0,"['cognition_NN', 'cognition_NNS']"
multiply_VB,28,0,"['multiply_VBP', 'multiply_VBD', 'multiply_VB', 'multiply_VBN', 'multiply_VBG']"
napoleon_NN,30,0,['napoleon_NNP']
transmission_NN,43,0,"['transmission_NN', 'transmission_NNP', 'transmission_NNS']"
appropriateness_NN,16,0,['appropriateness_NN']
auditory_JJ,15,0,['auditory_JJ']
unbounded_JJ,18,0,['unbounded_JJ']
bow_NN,33,0,"['bow_NNS', 'bow_NN', 'bow_NNP']"
grade_VB,26,0,"['grade_VBN', 'grade_VBG', 'grade_VBD']"
matrix_NN,28,0,"['matrix_NN', 'matrix_NNP', 'matrix_NNS']"
underdeveloped_JJ,28,0,['underdeveloped_JJ']
complement_VB,61,0,"['complement_VBP', 'complement_VB', 'complement_VBD', 'complement_VBZ', 'complement_VBN', 'complement_VBG']"
affirmative_JJ,47,0,['affirmative_JJ']
prostitution_NN,11,0,"['prostitution_NN', 'prostitution_NNP']"
countless_JJ,42,0,['countless_JJ']
catastrophe_NN,32,0,"['catastrophe_NN', 'catastrophe_NNS']"
rebirth_NN,24,0,['rebirth_NN']
encompass_VB,74,0,"['encompass_VBZ', 'encompass_VBP', 'encompass_VBD', 'encompass_VBG', 'encompass_VBN', 'encompass_VB']"
devil_NN,60,0,"['devil_NNP', 'devil_NNS', 'devil_NN', 'devil_NNPS']"
assertion_NN,77,0,"['assertion_NNS', 'assertion_NN']"
immobilize_VB,18,0,"['immobilize_VBD', 'immobilize_VBZ', 'immobilize_VBN', 'immobilize_VB', 'immobilize_VBG']"
han_NN,32,0,"['han_NNP', 'han_NN']"
compress_VB,42,0,"['compress_VBN', 'compress_VBP', 'compress_VB', 'compress_VBG', 'compress_VBZ']"
testament_NN,28,0,"['testament_NNP', 'testament_NN', 'testament_NNS']"
inconsistency_NN,35,0,"['inconsistency_NNS', 'inconsistency_NN']"
god-like_JJ,12,0,['god-like_JJ']
omnipotence_NN,22,0,['omnipotence_NN']
choir_NN,35,0,"['choir_NN', 'choir_NNP', 'choir_NNS']"
courteous_JJ,19,0,['courteous_JJ']
dump_VB,58,0,"['dump_VB', 'dump_VBN', 'dump_VBG', 'dump_VBD', 'dump_VBP', 'dump_VBZ']"
eve_NN,49,0,"['eve_NNP', 'eve_NN']"
troubled_JJ,84,0,['troubled_JJ']
makeup_NN,37,0,['makeup_NN']
blend_VB,55,0,"['blend_VBZ', 'blend_VB', 'blend_VBG', 'blend_VBP']"
tomb_NN,23,0,"['tomb_NN', 'tomb_NNS', 'tomb_NNP']"
dominion_NN,14,0,"['dominion_NN', 'dominion_NNP', 'dominion_NNS', 'dominion_NNPS']"
execution_NN,61,0,"['execution_NN', 'execution_NNS', 'execution_NNP']"
at-home_JJ,14,0,['at-home_JJ']
disposal_NN,22,0,"['disposal_NN', 'disposal_NNS', 'disposal_NNP']"
imaging_NN,15,0,['imaging_NN']
concomitant_JJ,23,0,['concomitant_JJ']
constraint_NN,186,0,"['constraint_NN', 'constraint_NNS']"
hoodwink_VB,10,0,"['hoodwink_VBN', 'hoodwink_VBG']"
karl_NN,20,0,['karl_NNP']
humankind_NN,24,0,['humankind_NN']
sail_NN,15,0,"['sail_NNS', 'sail_NN']"
assuage_VB,91,0,"['assuage_VB', 'assuage_VBG', 'assuage_VBZ', 'assuage_VBN', 'assuage_VBD', 'assuage_VBP']"
transference_NN,19,0,"['transference_NN', 'transference_NNS']"
supremely_RB,29,0,['supremely_RB']
warranty_NN,12,0,"['warranty_NN', 'warranty_NNS']"
expense_NN,146,0,"['expense_NN', 'expense_NNS']"
universal_NN,10,0,"['universal_NNS', 'universal_NNP']"
perceptual_JJ,24,0,['perceptual_JJ']
staunch_JJ,10,0,"['staunch_JJ', 'staunch_JJS']"
secularist_NN,13,0,['secularist_NNS']
hassle_VB,20,0,"['hassle_VBN', 'hassle_VBG', 'hassle_VBD']"
psychotherapist_NN,20,0,"['psychotherapist_NN', 'psychotherapist_NNS', 'psychotherapist_NNP']"
pathos_NN,42,0,"['pathos_NN', 'pathos_NNS']"
divorce_VB,74,0,"['divorce_VBN', 'divorce_VBD', 'divorce_VBG', 'divorce_VBZ']"
vicariously_RB,25,0,['vicariously_RB']
concede_VB,41,0,"['concede_VBN', 'concede_VBZ', 'concede_VBP', 'concede_VB', 'concede_VBD', 'concede_VBG']"
envision_VB,30,0,"['envision_VB', 'envision_VBG', 'envision_VBN', 'envision_VBD', 'envision_VBP', 'envision_VBZ']"
courtesy_NN,37,0,"['courtesy_NN', 'courtesy_NNS']"
patience_NN,69,0,['patience_NN']
uncanny_JJ,81,0,['uncanny_JJ']
mutually_RB,42,0,['mutually_RB']
autobiography_NN,16,0,['autobiography_NN']
passivity_NN,20,0,['passivity_NN']
preclude_VB,39,0,"['preclude_VBG', 'preclude_VBN', 'preclude_VB', 'preclude_VBZ', 'preclude_VBD', 'preclude_VBP']"
reserve_VB,55,0,"['reserve_VBN', 'reserve_VB', 'reserve_VBD', 'reserve_VBG', 'reserve_VBP']"
captivity_NN,19,0,['captivity_NN']
nathan_NN,30,0,['nathan_NNP']
slate_NN,20,0,"['slate_NN', 'slate_NNP', 'slate_NNS']"
optimum_JJ,12,0,['optimum_JJ']
ratio_NN,43,0,"['ratio_NN', 'ratio_NNS', 'ratio_NNP']"
lazarus_NN,12,0,['lazarus_NNP']
dish_NN,38,0,"['dish_NN', 'dish_NNS', 'dish_NNP']"
restrained_JJ,29,0,['restrained_JJ']
augustine_NN,27,0,['augustine_NNP']
daunt_VB,71,0,"['daunt_VBN', 'daunt_VBG', 'daunt_VBD']"
tinge_NN,57,0,['tinge_NN']
cash_NN,90,0,"['cash_NN', 'cash_NNP']"
implication_NN,113,0,"['implication_NNS', 'implication_NN']"
treasured_JJ,20,0,['treasured_JJ']
fidelity_NN,33,0,"['fidelity_NN', 'fidelity_NNP']"
wearer_NN,29,0,"['wearer_NNS', 'wearer_NN']"
coercive_JJ,14,0,['coercive_JJ']
ordinarily_RB,32,0,['ordinarily_RB']
bennett_NN,33,0,['bennett_NNP']
explicit_JJ,48,0,['explicit_JJ']
relational_JJ,20,0,['relational_JJ']
rockefeller_NN,15,0,"['rockefeller_NNP', 'rockefeller_NNPS']"
treaty_NN,92,0,"['treaty_NN', 'treaty_NNP', 'treaty_NNS', 'treaty_NNPS']"
meek_NN,10,0,"['meek_NN', 'meek_NNP']"
handling_NN,51,0,"['handling_NN', 'handling_NNP']"
cynic_JJ,13,0,['cynic_JJ']
20th_JJ,33,0,['20th_JJ']
presumption_NN,13,0,"['presumption_NN', 'presumption_NNS']"
splendid_JJ,47,0,['splendid_JJ']
cricket_NN,26,0,"['cricket_NN', 'cricket_NNS', 'cricket_NNP', 'cricket_NNPS']"
far-reaching_JJ,10,0,['far-reaching_JJ']
personalize_VB,35,0,"['personalize_VBN', 'personalize_VB', 'personalize_VBG', 'personalize_VBD']"
dissect_VB,16,0,"['dissect_VBG', 'dissect_VB', 'dissect_VBN', 'dissect_VBD', 'dissect_VBZ']"
mutuality_NN,10,0,['mutuality_NN']
sensuous_JJ,33,0,['sensuous_JJ']
sunlight_NN,43,0,['sunlight_NN']
parishioner_NN,29,0,"['parishioner_NNS', 'parishioner_NN']"
apologetic_JJ,59,0,['apologetic_JJ']
twoness_NN,12,0,['twoness_NN']
agony_JJ,15,0,['agony_JJ']
obscure_VB,37,0,"['obscure_VBG', 'obscure_VBN', 'obscure_VBZ', 'obscure_VB', 'obscure_VBD', 'obscure_VBP']"
self-satisfied_JJ,20,0,['self-satisfied_JJ']
dismiss_VB,145,0,"['dismiss_VB', 'dismiss_VBG', 'dismiss_VBN', 'dismiss_VBD', 'dismiss_VBP', 'dismiss_VBZ']"
vindication_NN,43,0,['vindication_NN']
jumble_VB,11,0,"['jumble_VBN', 'jumble_VBD']"
caution_VB,23,0,"['caution_VBD', 'caution_VB', 'caution_VBP', 'caution_VBG', 'caution_VBZ']"
fester_VB,13,0,"['fester_VBG', 'fester_VB', 'fester_VBP', 'fester_VBD']"
disguise_VB,73,0,"['disguise_VBG', 'disguise_VB', 'disguise_VBN', 'disguise_VBD', 'disguise_VBP']"
mississippi_NN,45,0,['mississippi_NNP']
soar_VB,65,0,"['soar_VB', 'soar_VBN', 'soar_VBG', 'soar_VBZ', 'soar_VBD', 'soar_VBP']"
retired_JJ,24,0,['retired_JJ']
squirrel_NN,20,0,"['squirrel_NN', 'squirrel_NNS', 'squirrel_NNP']"
appalling_JJ,13,0,['appalling_JJ']
questioner_NN,11,0,"['questioner_NNS', 'questioner_NN']"
evolutionary_JJ,34,0,['evolutionary_JJ']
varied_JJ,39,0,['varied_JJ']
repent_VB,25,0,"['repent_VBN', 'repent_VBD', 'repent_VBG', 'repent_VB', 'repent_VBZ', 'repent_VBP']"
relegate_VB,23,0,"['relegate_VBN', 'relegate_VBD', 'relegate_VB', 'relegate_VBG', 'relegate_VBZ']"
relapse_NN,19,0,['relapse_NN']
account_VB,98,0,"['account_VB', 'account_VBG', 'account_VBN', 'account_VBZ', 'account_VBP', 'account_VBD']"
pastoral_JJ,24,0,['pastoral_JJ']
ethos_NN,26,0,['ethos_NN']
endeavor_NN,73,0,"['endeavor_NN', 'endeavor_NNS', 'endeavor_NNP']"
strand_NN,26,0,"['strand_NN', 'strand_NNS', 'strand_NNP']"
station_NN,232,0,"['station_NNS', 'station_NN', 'station_NNP']"
rapport_NN,59,0,"['rapport_NN', 'rapport_NNP']"
prediction_NN,38,0,"['prediction_NN', 'prediction_NNS']"
poster_NN,82,0,"['poster_NNS', 'poster_NN', 'poster_NNP']"
distraught_JJ,51,0,['distraught_JJ']
addiction_NN,62,0,"['addiction_NN', 'addiction_NNS', 'addiction_NNP']"
classify_VB,48,0,"['classify_VBG', 'classify_VBN', 'classify_VB', 'classify_VBP', 'classify_VBZ']"
appendix_NN,10,0,"['appendix_NN', 'appendix_NNP', 'appendix_NNS']"
afflict_VB,47,0,"['afflict_VBD', 'afflict_VBN', 'afflict_VBZ', 'afflict_VBP', 'afflict_VBG']"
hypocrite_NN,38,0,"['hypocrite_NN', 'hypocrite_NNS']"
compatible_JJ,59,0,['compatible_JJ']
disenfranchise_VB,63,0,"['disenfranchise_VBN', 'disenfranchise_VB', 'disenfranchise_VBP']"
fundamentalist_NN,39,0,"['fundamentalist_NNPS', 'fundamentalist_NNS', 'fundamentalist_NNP']"
accident_NN,120,0,"['accident_NN', 'accident_NNS']"
zealot_NN,15,0,"['zealot_NNPS', 'zealot_NNS', 'zealot_NN']"
ample_JJ,46,0,['ample_JJ']
giver_NN,36,0,"['giver_NN', 'giver_NNS', 'giver_NNP']"
biography_NN,22,0,"['biography_NN', 'biography_NNS', 'biography_NNP']"
strand_VB,48,0,"['strand_VBN', 'strand_VBD']"
spell_NN,62,0,"['spell_NN', 'spell_NNS']"
collector_NN,41,0,"['collector_NN', 'collector_NNS', 'collector_NNP']"
jar_VB,29,0,"['jar_VBN', 'jar_VB', 'jar_VBD', 'jar_VBP']"
don_VB,58,0,"['don_VBP', 'don_VB', 'don_VBD', 'don_VBG', 'don_VBZ', 'don_VBN']"
continuum_NN,34,0,"['continuum_NN', 'continuum_NNS']"
trunk_NN,36,0,"['trunk_NN', 'trunk_NNP', 'trunk_NNS']"
heretical_JJ,10,0,['heretical_JJ']
detached_JJ,65,0,['detached_JJ']
hawaii_NN,29,0,['hawaii_NNP']
impinge_VB,19,0,"['impinge_VBP', 'impinge_VBZ', 'impinge_VBD', 'impinge_VBN', 'impinge_VBG', 'impinge_VB']"
gentile_NN,22,0,"['gentile_NNP', 'gentile_NNPS', 'gentile_NNS', 'gentile_NN']"
buddhism_NN,30,0,['buddhism_NNP']
reservoir_NN,28,0,"['reservoir_NN', 'reservoir_NNP', 'reservoir_NNS']"
righteousness_NN,39,0,['righteousness_NN']
constriction_NN,22,0,"['constriction_NN', 'constriction_NNS']"
killer_NN,54,0,"['killer_NNS', 'killer_NN', 'killer_NNP', 'killer_NNPS']"
conversion_NN,63,0,"['conversion_NN', 'conversion_NNS', 'conversion_NNP']"
despairing_JJ,31,0,['despairing_JJ']
precedence_NN,10,0,['precedence_NN']
differentiate_VB,36,0,"['differentiate_VBN', 'differentiate_VB', 'differentiate_VBZ', 'differentiate_VBD', 'differentiate_VBG']"
aristotle_NN,27,0,['aristotle_NNP']
kant_NN,28,0,['kant_NNP']
uncharted_JJ,12,0,['uncharted_JJ']
trample_VB,23,0,"['trample_VB', 'trample_VBG', 'trample_VBN', 'trample_VBZ', 'trample_VBD']"
detroit_NN,24,0,['detroit_NNP']
old-world_JJ,16,0,['old-world_JJ']
unmoved_JJ,15,0,['unmoved_JJ']
inhumanity_NN,11,0,['inhumanity_NN']
overlap_VB,34,0,"['overlap_VBG', 'overlap_VBP', 'overlap_VBN', 'overlap_VB', 'overlap_VBZ', 'overlap_VBD']"
structured_JJ,38,0,['structured_JJ']
conformity_NN,21,0,['conformity_NN']
actuality_NN,14,0,"['actuality_NNS', 'actuality_NN']"
externally_RB,33,0,['externally_RB']
accidental_JJ,22,0,['accidental_JJ']
managerial_JJ,17,0,['managerial_JJ']
satisfactory_JJ,84,0,['satisfactory_JJ']
iii_NN,44,0,['iii_NNP']
refreshment_NN,29,0,"['refreshment_NN', 'refreshment_NNS']"
judaism_NN,46,0,"['judaism_NNP', 'judaism_NN']"
evident_JJ,157,0,['evident_JJ']
insofar_RB,26,0,['insofar_RB']
mystique_NN,12,0,"['mystique_NN', 'mystique_NNP']"
fragility_NN,15,0,['fragility_NN']
somatic_JJ,27,0,['somatic_JJ']
would-be_JJ,29,0,['would-be_JJ']
insensitive_JJ,47,0,['insensitive_JJ']
fake_JJ,59,0,['fake_JJ']
lynch_NN,26,0,['lynch_NNP']
diffidence_NN,19,0,['diffidence_NN']
ideologically_RB,16,0,['ideologically_RB']
immeasurable_JJ,20,0,['immeasurable_JJ']
empirical_JJ,32,0,['empirical_JJ']
generality_NN,14,0,"['generality_NN', 'generality_NNP', 'generality_NNS']"
particularity_NN,13,0,"['particularity_NN', 'particularity_NNS']"
enlargement_NN,33,0,"['enlargement_NN', 'enlargement_NNS']"
freight_NN,14,0,['freight_NN']
inclusiveness_NN,17,0,['inclusiveness_NN']
elemental_JJ,23,0,['elemental_JJ']
conjunction_NN,13,0,['conjunction_NN']
homosexuality_NN,101,0,"['homosexuality_NN', 'homosexuality_NNP']"
ecological_JJ,23,0,['ecological_JJ']
evangelicals_NN,28,0,"['evangelicals_NNS', 'evangelicals_NNPS']"
unpatriotic_JJ,14,0,['unpatriotic_JJ']
quantum_NN,13,0,"['quantum_NN', 'quantum_NNP']"
mechanic_NN,59,0,"['mechanic_NNS', 'mechanic_NN', 'mechanic_NNPS']"
impoverished_JJ,26,0,['impoverished_JJ']
holocaust_NN,72,0,"['holocaust_NNP', 'holocaust_NN']"
zionist_NN,13,0,"['zionist_NNP', 'zionist_NNS', 'zionist_NNPS']"
socrates_NN,40,0,"['socrates_NNPS', 'socrates_NNP', 'socrates_NNS']"
devastating_JJ,42,0,['devastating_JJ']
comprehension_NN,46,0,['comprehension_NN']
peak_NN,70,0,"['peak_NN', 'peak_NNS', 'peak_NNP']"
barbaric_JJ,10,0,['barbaric_JJ']
futility_NN,83,0,"['futility_NN', 'futility_NNS']"
parallel_JJ,40,0,['parallel_JJ']
discriminate_JJ,18,0,['discriminate_JJ']
cloud_VB,37,0,"['cloud_VBD', 'cloud_VBP', 'cloud_VB', 'cloud_VBN']"
confrontation_NN,45,0,"['confrontation_NN', 'confrontation_NNS']"
corroborate_VB,12,0,"['corroborate_VB', 'corroborate_VBD', 'corroborate_VBN', 'corroborate_VBZ', 'corroborate_VBP', 'corroborate_VBG']"
catholic_JJ,26,0,['catholic_JJ']
jubilant_JJ,19,0,['jubilant_JJ']
homosexual_JJ,193,0,['homosexual_JJ']
purposeful_JJ,26,0,['purposeful_JJ']
trite_JJ,18,0,['trite_JJ']
generalized_JJ,15,0,['generalized_JJ']
clothing_NN,96,0,"['clothing_NN', 'clothing_NNP']"
chaotic_JJ,51,0,['chaotic_JJ']
static_JJ,55,0,['static_JJ']
diffident_JJ,23,0,['diffident_JJ']
descend_VB,87,0,"['descend_VB', 'descend_VBZ', 'descend_VBG', 'descend_VBD', 'descend_VBP', 'descend_VBN']"
interrogate_VB,14,0,"['interrogate_VB', 'interrogate_VBN', 'interrogate_VBP', 'interrogate_VBD']"
feminist_JJ,45,0,['feminist_JJ']
perpetrator_NN,67,0,"['perpetrator_NNS', 'perpetrator_NN']"
honorary_JJ,12,0,['honorary_JJ']
advancement_NN,34,0,"['advancement_NN', 'advancement_NNP', 'advancement_NNS']"
geometry_NN,22,0,"['geometry_NN', 'geometry_NNS', 'geometry_NNP']"
spar_VB,59,0,"['spar_VBD', 'spar_VBG', 'spar_VBN', 'spar_VB', 'spar_VBZ']"
paint_VB,99,0,"['paint_VB', 'paint_VBD', 'paint_VBG', 'paint_VBN', 'paint_VBP']"
guilt-ridden_JJ,20,0,['guilt-ridden_JJ']
