Word;Auditory;Gustatory;Haptic;Interoceptive;Olfactory;Visual;Exclusivity;DominantModality
actionable;1.142857143;0.428571429;0.928571429;1.5;0.285714286;2.928571429;0.366336634;Visual
activate;1.583333333;0.041666667;1.416666667;0.708333333;0.041666667;3;0.435582822;Visual
activation;1.473684211;0.473684211;1.684210526;0.842105263;0.368421053;2.473684211;0.287769784;Visual
activator;1.409090909;0.045454545;1;0.727272727;0.136363636;3.090909091;0.475177305;Visual
active;1.333333333;0.111111111;0.777777778;2.666666667;0.277777778;3.722222222;0.40625;Visual
actively;1.444444444;0.444444444;1;1.611111111;0.388888889;3;0.330985915;Visual
activeness;1.411764706;0;0.352941176;2.705882353;0.176470588;3.470588235;0.427536232;Visual
activism;2.5;0.1;0.2;0.95;0.2;2.55;0.376923077;Visual
activist;2.4;0.1;0.25;0.8;0.2;3.2;0.446043165;Visual
activity;3.117647059;0.529411765;1.823529412;2.294117647;0.941176471;3.823529412;0.262910798;Visual
actor;4.235294118;0.235294118;1.117647059;0.823529412;0.235294118;4.647058824;0.390625;Visual
actress;3.15;0.15;0.5;0.65;0.4;3.95;0.431818182;Visual
acts;1.6875;0.1875;0.375;0.625;0.0625;2.25;0.421686747;Visual
actual;2.222222222;0.444444444;1.333333333;1.333333333;0.388888889;3.388888889;0.329268293;Visual
actuality;1.785714286;0.571428571;0.642857143;1.142857143;0.571428571;2.642857143;0.281553398;Visual
actualization;1.555555556;0.222222222;0.888888889;2;0.111111111;2.777777778;0.352941176;Visual
actualize;0.368421053;0.210526316;0.894736842;1.526315789;0.263157895;1.947368421;0.333333333;Visual
actually;0.95;0.1;0.35;0.85;0.1;1.1;0.289855072;Visual
actuarial;1.1875;0;0.125;0.25;0;1.375;0.468085106;Visual
acupressure;0.111111111;0;2.888888889;2.833333333;0.055555556;1.777777778;0.376811594;Haptic
acupuncture;0.285714286;0;4.238095238;2.666666667;0.142857143;2.476190476;0.432038835;Haptic
acupuncturist;1.526315789;0;3.105263158;2.736842105;0.210526316;3.315789474;0.304347826;Visual
acute;1.058823529;0.352941176;1.176470588;1.470588235;0.470588235;2;0.252252252;Visual
acutely;0.928571429;0.357142857;0.714285714;0.571428571;0.428571429;1.571428571;0.265625;Visual
acuteness;1.75;0.25;0.5625;1.9375;0.375;2.375;0.293103448;Visual
ad;3.944444444;0;0.333333333;0.166666667;0;4.222222222;0.487179487;Visual
adage;3.769230769;0;0;0.307692308;0;1.615384615;0.662162162;Auditory
adamant;3.6;0.533333333;0.666666667;1.933333333;0.533333333;2.533333333;0.31292517;Auditory
adamantly;2.666666667;0;0.111111111;1;0;2.166666667;0.448598131;Auditory
adapt;1.8125;0.1875;0.375;1.0625;0.125;3.125;0.448598131;Visual
adaptability;0.411764706;0;0.764705882;1.529411765;0;1.764705882;0.394736842;Visual
adaptable;1.647058824;0.588235294;0.647058824;1.411764706;0.529411765;3.058823529;0.320895522;Visual
adaptation;2.25;0.375;0.875;1.5;0.3125;3.5;0.361702128;Visual
adapter;0.571428571;0.142857143;2.095238095;0.523809524;0.047619048;3.476190476;0.5;Visual
adaption;1.352941176;0.235294118;0.941176471;1.117647059;0.470588235;2.176470588;0.308411215;Visual
adaptive;1.558823529;0.235294118;0.794117647;1.352941176;0.382352941;2.411764706;0.323144105;Visual
adaptively;1.588235294;0;0.705882353;1.352941176;0;2.529411765;0.40952381;Visual
adaptor;0.8125;0.3125;2.125;0.5;0.3125;3.6875;0.435483871;Visual
add;0.739130435;0.043478261;0.434782609;1.47826087;0.043478261;2.47826087;0.466666667;Visual
add on;0.705882353;0.117647059;0.823529412;0.352941176;0.058823529;2.235294118;0.506849315;Visual
add up;1.315789474;0.105263158;0.947368421;0.263157895;0.052631579;1.947368421;0.409090909;Visual
added;2.117647059;0.470588235;0.647058824;0.352941176;0.352941176;3.588235294;0.4296875;Visual
addendum;1.933333333;0.033333333;0.2;0.133333333;0.033333333;3.066666667;0.561728395;Visual
addict;1.5625;0.75;0.9375;2.25;0.9375;3.3125;0.262820513;Visual
addicted;0.944444444;0.722222222;0.444444444;3.5;0.666666667;1.277777778;0.404411765;Interoceptive
addictedness;1.2;1.05;0.9;3.15;0.55;3.2;0.263681592;Visual
addiction;0.9375;0.625;0.3125;3.625;0.375;1.75;0.43442623;Interoceptive
addictive;0.631578947;0.947368421;0.421052632;3.578947368;0.473684211;1.526315789;0.416666667;Interoceptive
addictiveness;0.722222222;0.944444444;0.277777778;3.833333333;0.611111111;2.666666667;0.392638037;Interoceptive
addition;1.275;0.175;0.5;0.425;0.125;3.325;0.549356223;Visual
additional;1.303030303;0.454545455;1.03030303;0.818181818;0.484848485;3.060606061;0.36440678;Visual
additionally;1.684210526;0.105263158;0.263157895;0.473684211;0.105263158;1.789473684;0.380952381;Visual
additive;0.529411765;2.294117647;0.823529412;0.941176471;1.294117647;2.352941176;0.221428571;Visual
additively;0.615384615;0.153846154;0.384615385;0.384615385;0.307692308;1;0.297297297;Visual
address;1.882352941;0;0.117647059;0.176470588;0.058823529;3.941176471;0.638095238;Visual
addressable;1.846153846;0.153846154;0.153846154;0.769230769;0.076923077;2.384615385;0.428571429;Visual
addressbook;0.166666667;0;2.611111111;0;0;4;0.590163934;Visual
addressee;1.571428571;0;0;0.142857143;0;3.357142857;0.661971831;Visual
addresser;3.133333333;0;0.8;0.333333333;0;2.866666667;0.439252336;Auditory
addressor;2.5;0;0.25;0;0;2.3125;0.49382716;Auditory
adept;1.533333333;0.133333333;0.733333333;1.266666667;0.066666667;2.266666667;0.366666667;Visual
adeptly;1.583333333;0.75;1;2.166666667;0.5;2.333333333;0.22;Visual
adeptness;1.777777778;0.055555556;0.777777778;1.888888889;0.111111111;2.944444444;0.382352941;Visual
adequacy;1.238095238;0.095238095;0.095238095;1.19047619;0.19047619;2.238095238;0.424528302;Visual
adequate;2;0.058823529;0.647058824;1.588235294;0.058823529;3.058823529;0.404761905;Visual
adequately;1.5;0.444444444;1.055555556;1.388888889;0.388888889;2.166666667;0.256;Visual
adequateness;1.071428571;0.285714286;0.5;1.785714286;0.214285714;1.642857143;0.285714286;Interoceptive
adhere;1.176470588;0.176470588;1.352941176;1.411764706;0.235294118;2.352941176;0.324561404;Visual
adherence;3.2;0.933333333;1.266666667;1.866666667;0.8;3.733333333;0.248587571;Visual
adherent;1.846153846;0.153846154;0.846153846;0.769230769;0.076923077;2.384615385;0.379746835;Visual
adherently;1.692307692;0;0.615384615;0.846153846;0;2.230769231;0.414285714;Visual
adhesion;0.9375;0;2.5;0.6875;0.25;3.4375;0.44;Visual
adhesive;0.611111111;0.055555556;3.722222222;0.888888889;1.333333333;3.666666667;0.356756757;Haptic
adhesively;0.5;0.454545455;2.909090909;0.181818182;0.318181818;2;0.428571429;Haptic
adhesiveness;0.3125;0;3.375;0.125;0;3.1875;0.482142857;Haptic
adjacent;0.888888889;0.111111111;1.333333333;0.166666667;0.333333333;4.222222222;0.582677165;Visual
adjacently;1;0.294117647;2.058823529;0.529411765;0.352941176;3.529411765;0.416666667;Visual
adjectivally;1.785714286;0;0.5;1;0;2.071428571;0.386666667;Visual
adjective;2.1;0.35;0.3;0.35;0.35;2.3;0.347826087;Visual
adjoin;0.733333333;0.133333333;1.2;0.6;0.133333333;2.733333333;0.469879518;Visual
adjoined;0.888888889;0.388888889;1.833333333;0.777777778;0.277777778;3.888888889;0.448275862;Visual
adjoining;1.266666667;0.466666667;1.333333333;0.666666667;0.533333333;3.533333333;0.393162393;Visual
adjourn;1.727272727;0.272727273;0.363636364;0.454545455;0.363636364;1.454545455;0.31372549;Auditory
adjournment;3.25;0.1875;0.75;0.75;0.1875;2.5;0.401639344;Auditory
adjudicate;2.769230769;0;0.153846154;0.615384615;0;1.846153846;0.514285714;Auditory
adjudication;2.5;0;0;0.666666667;0;1.333333333;0.555555556;Auditory
adjunct;1.733333333;0.266666667;0.8;0.333333333;0.2;2.133333333;0.353658537;Visual
adjust;1.277777778;0.111111111;2.5;1.166666667;0.055555556;3.055555556;0.367346939;Visual
adjustability;0.789473684;0.263157895;1.421052632;0.894736842;0.315789474;2.315789474;0.342105263;Visual
adjustable;0.842105263;0.105263158;3;0.631578947;0.210526316;3.947368421;0.439759036;Visual
adjustably;1.647058824;0.764705882;2.705882353;2.058823529;0.588235294;3.117647059;0.232432432;Visual
adjuster;1.588235294;0.176470588;1;0.058823529;0.235294118;2.529411765;0.442105263;Visual
adjustment;0.894736842;0.368421053;1.842105263;0.842105263;0.526315789;3.157894737;0.365517241;Visual
adjustor;2;0.15;0.75;0.45;0.2;2.65;0.403225806;Visual
admin;1.75;0.1;0.4;0.55;0.2;2.5;0.436363636;Visual
administer;2.444444444;0.055555556;1.444444444;0.944444444;0;3.666666667;0.428571429;Visual
administrable;1.458333333;0.25;0.5;1.25;0.208333333;2.458333333;0.367346939;Visual
administrate;2.1875;0.0625;0.125;0.4375;0.0625;2.5625;0.459770115;Visual
administration;2.1875;0;0.125;0.9375;0;3.4375;0.514018692;Visual
administrational;1.882352941;0;0.411764706;0.588235294;0;2.117647059;0.423529412;Visual
administrative;2.081081081;0.054054054;0.189189189;0.567567568;0.027027027;2.351351351;0.441025641;Visual
administratively;2.210526316;0;0.157894737;0.578947368;0;2.473684211;0.45631068;Visual
administrator;2.176470588;0;0.647058824;0.294117647;0.058823529;3.176470588;0.5;Visual
admirable;2.052631579;0.105263158;0.052631579;2.105263158;0.052631579;2.789473684;0.382352941;Visual
admirableness;1.5625;0;0.4375;2.3125;0.125;2.4375;0.354545455;Visual
admirably;1.823529412;0.058823529;0.235294118;1.294117647;0.117647059;1.647058824;0.340909091;Auditory
admiral;2.705882353;0;0.882352941;0;0.058823529;3.647058824;0.5;Visual
admiralship;1.125;0;0.4375;0.25;0.125;2.125;0.523076923;Visual
admiration;2.277777778;0.888888889;0.777777778;3;0.5;2.5;0.251396648;Interoceptive
admire;2.055555556;0.055555556;0.388888889;2.555555556;0.055555556;2.611111111;0.330935252;Visual
admired;2.333333333;0;0.722222222;2.888888889;0;2.444444444;0.344370861;Interoceptive
admirer;2.095238095;0.142857143;1.047619048;1.476190476;0.142857143;3.238095238;0.380116959;Visual
admiring;2.647058824;0.470588235;0.647058824;1.705882353;0.588235294;2.705882353;0.255033557;Visual
admiringly;1.85;0.2;0.25;1.4;0.15;2.6;0.379844961;Visual
admissibility;1.428571429;0;0;0.357142857;0;1.785714286;0.5;Visual
admissible;2.421052632;0.684210526;0.789473684;0.684210526;0.684210526;2.157894737;0.234042553;Auditory
admissibleness;2;0.142857143;0.214285714;0.928571429;0.071428571;1.785714286;0.375;Auditory
admissibly;1.9375;0.3125;0.375;0.625;0.3125;1.8125;0.302325581;Auditory
admission;2.052631579;0.263157895;1.315789474;1.789473684;0.157894737;3.052631579;0.335365854;Visual
admissive;1.266666667;0.2;0;0.6;0;1.466666667;0.41509434;Visual
admit;2.95;0;0.2;0.3;0;1.7;0.572815534;Auditory
admittance;3.277777778;0.055555556;0.5;0.944444444;0.111111111;3.444444444;0.406666667;Visual
admitted;3.823529412;0.294117647;0.294117647;0.882352941;0.117647059;2.588235294;0.463235294;Auditory
admittedly;2.235294118;0;0;0.294117647;0;1.294117647;0.584615385;Auditory
admitter;3.222222222;0.055555556;0.777777778;0.277777778;0.055555556;2.333333333;0.47107438;Auditory
admonishingly;3;0.2;0.533333333;1.333333333;0.066666667;2.333333333;0.392857143;Auditory
admonishment;3.133333333;0;0.266666667;1.933333333;0;2.066666667;0.423423423;Auditory
adobe;0;0;1.6875;0;0.1875;3.1875;0.62962963;Visual
adolescence;2.222222222;0.333333333;0.5;2.055555556;0.388888889;3.333333333;0.339622642;Visual
adolescent;2.529411765;0;0.411764706;0.764705882;0.235294118;3.470588235;0.468253968;Visual
adolescently;0.941176471;0.117647059;0.294117647;1;0.176470588;1.823529412;0.391891892;Visual
adopt;1.222222222;0.055555556;1.055555556;1.222222222;0.111111111;1.888888889;0.33;Visual
adoptability;0.705882353;0.176470588;0.470588235;1;0.176470588;1.882352941;0.386666667;Visual
adoptable;1.421052632;0;0.421052632;0.789473684;0.105263158;2.157894737;0.440860215;Visual
adopted;2.157894737;0.421052632;0.421052632;1.105263158;0.421052632;2.157894737;0.25984252;Auditory
adoptee;2.066666667;0;0.533333333;0.333333333;0;2.4;0.45;Visual
adopter;1.352941176;0.176470588;0.294117647;0.176470588;0.176470588;2.823529412;0.529411765;Visual
adoption;2.15;0.2;0.8;0.7;0.15;2.85;0.394160584;Visual
adoptive;1.033333333;0;0.2;0.533333333;0.033333333;1.666666667;0.480769231;Visual
adoptively;1.571428571;0;0.571428571;1.071428571;0;2.714285714;0.457831325;Visual
adorability;1.222222222;0;0.444444444;1.444444444;0;3.555555556;0.533333333;Visual
adorable;1.722222222;0.222222222;0.444444444;1.055555556;0.222222222;3.944444444;0.489051095;Visual
adorableness;2.210526316;0;0.578947368;1.789473684;0;4.157894737;0.475903614;Visual
adorably;1.588235294;0.294117647;1.235294118;1.647058824;0.588235294;3.882352941;0.388535032;Visual
adoration;2.736842105;0.368421053;1.157894737;2.578947368;0.263157895;3.157894737;0.282051282;Visual
adore;1.411764706;0.352941176;1;3.235294118;0.176470588;2.117647059;0.368794326;Interoceptive
adorer;2.1875;0.4375;1.125;1.75;0.375;2.5;0.253731343;Visual
adoring;2;0.526315789;1.105263158;2;0.842105263;2.263157895;0.198795181;Visual
adoringly;2.222222222;0.111111111;0.444444444;2.888888889;0.111111111;2.722222222;0.326797386;Interoceptive
adorn;0.789473684;0;2.684210526;1.315789474;0.052631579;3.631578947;0.428571429;Visual
adorner;0.857142857;0;0.928571429;0.642857143;0.357142857;3.214285714;0.535714286;Visual
adornment;0.5;0;1.9;0.7;0.15;4.15;0.560810811;Visual
adrenal;0.6;0.133333333;0.666666667;3.6;0.666666667;0.733333333;0.541666667;Interoceptive
adrenalin;0.933333333;0.066666667;1;4.533333333;0.066666667;1.266666667;0.56779661;Interoceptive
adrenaline;0.380952381;0.238095238;0.571428571;4.571428571;0.238095238;0.476190476;0.669117647;Interoceptive
adrift;0.588235294;0;1.058823529;1.941176471;0;3.176470588;0.469565217;Visual
adult;1.6;0.35;0.9;2.15;0.4;3.5;0.353932584;Visual
adulterate;1.6875;0.625;1.4375;1.1875;0.5625;2.625;0.253846154;Visual
adulteration;0.909090909;0.454545455;0.636363636;0.818181818;0.272727273;1.818181818;0.314814815;Visual
adulterer;2.368421053;0;0.473684211;0.578947368;0.052631579;2.684210526;0.435897436;Visual
adulteress;2;0.176470588;1;0.764705882;0.176470588;2.941176471;0.391666667;Visual
adulterous;1.176470588;0;0.470588235;1.882352941;0.117647059;2;0.354166667;Visual
adulterously;2.1;0.2;0.65;0.75;0.1;2.8;0.409090909;Visual
adultery;2.05;0.05;1.6;1.45;0.2;2.95;0.34939759;Visual
adulthood;1.114285714;0.171428571;0.457142857;2.171428571;0.2;2.285714286;0.330357143;Visual
adultlike;3.8125;0.25;0.6875;1.6875;0.25;4.0625;0.354651163;Visual
adultness;2.117647059;0;0.470588235;1.294117647;0;2.764705882;0.415929204;Visual
advance;1.0625;0.3125;1;0.6875;0.3125;3.8125;0.486956522;Visual
advanced;0.933333333;0.066666667;0.066666667;0.933333333;0;1.733333333;0.464285714;Visual
advancement;1.235294118;0.029411765;0.382352941;1.441176471;0.029411765;2.058823529;0.392045455;Visual
advancer;0.857142857;0;0.071428571;0.5;0;2.071428571;0.591836735;Visual
advancing;1.166666667;0;0.611111111;1.388888889;0;3.444444444;0.521008403;Visual
advantage;1;0.052631579;0.210526316;0.263157895;0.052631579;1.631578947;0.491803279;Visual
advantageous;1.722222222;0.166666667;0.611111111;1.833333333;0;2.277777778;0.344537815;Visual
advantageously;1.611111111;0.388888889;0.666666667;1.5;0.444444444;2.388888889;0.285714286;Visual
advantageousness;2.105263158;0.157894737;0.473684211;1.315789474;0.210526316;3.421052632;0.424657534;Visual
advent;1.785714286;0.214285714;0.285714286;1.142857143;0.142857143;2;0.333333333;Visual
adventure;1.666666667;0.333333333;1;1.666666667;0.333333333;2.833333333;0.319148936;Visual
adventurer;2;0.323529412;0.882352941;1.294117647;0.323529412;3.676470588;0.394463668;Visual
adventuresome;1.117647059;0.764705882;0.647058824;1.823529412;0.529411765;2.058823529;0.220338983;Visual
adventuress;1.421052632;0.368421053;0.789473684;1.526315789;0.421052632;2.947368421;0.345070423;Visual
adventurist;1.611111111;0.5;0.444444444;1.666666667;0.277777778;3.111111111;0.372262774;Visual
adventurous;1.388888889;0.5;0.388888889;2.222222222;0.388888889;2.222222222;0.2578125;Visual
adventurously;1.882352941;0.647058824;1.058823529;2.352941176;0.647058824;2.529411765;0.206451613;Visual
adventurousness;1.714285714;0.857142857;1.523809524;2;0.523809524;2.619047619;0.226804124;Visual
adverb;3.352941176;0;0;0.058823529;0;2;0.619565217;Auditory
adversarial;3.111111111;0.388888889;0.888888889;2.611111111;0.833333333;3.222222222;0.256281407;Visual
adversary;2.263157895;0.157894737;0.631578947;2;0.210526316;3.105263158;0.352201258;Visual
adverse;2.064516129;0.709677419;0.870967742;2.032258065;0.677419355;2.451612903;0.201465201;Visual
adversely;1.583333333;0.416666667;0.916666667;1.666666667;0.666666667;2.166666667;0.235955056;Visual
adverseness;2.2;0.333333333;0.333333333;1.6;0.4;2.8;0.32173913;Visual
adversity;2.692307692;0.230769231;0.641025641;3.128205128;0.256410256;3.128205128;0.287531807;Interoceptive
advert;2.928571429;0;0.642857143;0.142857143;0;3.785714286;0.504761905;Visual
advertently;1.933333333;0.333333333;0.6;1;0.333333333;2.4;0.313131313;Visual
advertise;3.368421053;0.421052632;1;1.157894737;0.421052632;4.210526316;0.358208955;Visual
advertisement;4.125;0;0.6875;0.0625;0;4.625;0.486842105;Visual
advertiser;2.736842105;0.157894737;0.473684211;0.105263158;0.052631579;3.947368421;0.521126761;Visual
advertising;4.375;0;0.1875;0;0.5;4.4375;0.467105263;Visual
advertize;3.444444444;0.222222222;0.777777778;0.222222222;0.166666667;4;0.433962264;Visual
advice;4.294117647;0;0;0.588235294;0.058823529;1.176470588;0.701923077;Auditory
advisability;3;0;0.5625;0.875;0;2.0625;0.461538462;Auditory
advisable;2.6;0.05;0.1;0.45;0.05;1.4;0.548387097;Auditory
advisably;2.2;0;0.2;1;0.066666667;1.866666667;0.4125;Auditory
advise;3.176470588;0.117647059;0.117647059;0.588235294;0.117647059;2.117647059;0.490566038;Auditory
advised;3.952380952;0.285714286;0.666666667;1.238095238;0.285714286;2.19047619;0.425414365;Auditory
advisedly;2.277777778;0.333333333;0.333333333;1;0.333333333;1.388888889;0.343137255;Auditory
advisee;2.75;0;0;0.4375;0;3.1875;0.5;Visual
advisement;3.857142857;0;0.357142857;0.5;0;2.071428571;0.568421053;Auditory
adviser;4.6;0.333333333;0.6;0.733333333;0.466666667;3.733333333;0.407643312;Auditory
advisor;3.75;0.25;0.6;0.45;0.35;3.9;0.392473118;Visual
advisory;3.111111111;0;0.333333333;0.5;0;1.944444444;0.528301887;Auditory
advocacy;2.833333333;0;0.055555556;1.055555556;0;2.555555556;0.435897436;Auditory
advocate;3.375;0;0.125;0.6875;0;1.9375;0.551020408;Auditory
advocator;3.258064516;0.032258065;0.387096774;0.258064516;0.032258065;2.709677419;0.483091787;Auditory
aeration;0.761904762;0.142857143;1;0.666666667;0.476190476;2.428571429;0.417391304;Visual
aerator;1.1;0.1;1.3;0.1;0.7;3.2;0.476923077;Visual
aerial;1.764705882;0.058823529;0.647058824;1.352941176;0.117647059;4.529411765;0.527777778;Visual
aerialist;0.615384615;0;0.538461538;0.692307692;0;3.538461538;0.657142857;Visual
aerially;0.733333333;0;0.266666667;1.066666667;0;2.8;0.575342466;Visual
aerobatics;1.277777778;0;0.666666667;1.111111111;0.277777778;3.333333333;0.5;Visual
aerobic;1.222222222;0;0.888888889;2.222222222;0.111111111;2.777777778;0.384615385;Visual
